Date,Close,High,Low,Open,Volume,Ticker
,,,,,,AAPL
1989-01-03,0.2800903916358948,0.2809574719304133,0.2774891044413688,0.2792232881858911,100016000.0,AAPL
1989-01-04,0.2913635373115539,0.2922306410774951,0.2809575742999612,0.2826917818318435,239948800.0,AAPL
1989-01-05,0.2930977344512939,0.3000353058567219,0.2861609734881745,0.2913635499993877,307328000.0,AAPL
1989-01-06,0.2956989407539367,0.3017694061978708,0.2930976302674914,0.2930976302674914,198665600.0,AAPL
1989-01-09,0.2983011603355407,0.2991682410969077,0.2930977727029347,0.2983011603355407,79307200.0,AAPL
1989-01-10,0.2956989407539367,0.2974339118759482,0.2878950556055734,0.294831837258455,103320000.0,AAPL
1989-01-11,0.2922305762767792,0.2948318638422861,0.2861608975721002,0.2930976566949559,156128000.0,AAPL
1989-01-12,0.2965660095214844,0.29830100373128,0.2913634350625785,0.2930976188303853,150315200.0,AAPL
1989-01-13,0.3000351190567016,0.301769325584396,0.2939646552344075,0.296565941870469,193905600.0,AAPL
1989-01-16,0.3035037517547607,0.3052379365142951,0.2983011743206589,0.3000353590801933,168593600.0,AAPL
1989-01-17,0.2800903916358948,0.3017693903705767,0.2774891044413688,0.3000351834705694,756604800.0,AAPL
1989-01-18,0.2757548689842224,0.2852937237664579,0.274020685419292,0.2826916495549095,487928000.0,AAPL
1989-01-19,0.28095743060112,0.2844258207354437,0.2774890636222779,0.28095743060112,255987200.0,AAPL
1989-01-20,0.2844258546829223,0.2878950325176849,0.2792232804382273,0.2809574641346308,173734400.0,AAPL
1989-01-23,0.2844258546829223,0.2861608488212814,0.2826916709865188,0.2826916709865188,180532800.0,AAPL
1989-01-24,0.2887623012065887,0.2896294051287892,0.2826918327752593,0.2844260174641625,223294400.0,AAPL
1989-01-25,0.2878950834274292,0.2913634745890514,0.2844259049791967,0.2896292905859846,110936000.0,AAPL
1989-01-26,0.289629191160202,0.29223047784956,0.2818245206503074,0.2826916239319202,285264000.0,AAPL
1989-01-27,0.2610135674476623,0.2722858239972432,0.2514747080206477,0.2653490632043055,2127171200.0,AAPL
1989-01-30,0.2592785656452179,0.2636148250296545,0.2584114619634747,0.2610135371399162,586499200.0,AAPL
1989-01-31,0.2618806362152099,0.2618806362152099,0.2549430659075749,0.2584114574180476,460353600.0,AAPL
